name,avgs,bpas,ratio
Christian König,55,8,1.046
Bobby D'Angelo,44,8,1.062
Oliver Jenks,78,8,1.054
Naren Ramesh,56,8,1.055
Jabari Nuruddin,71,8,1.05
Antoine Piau,106,8,1.057
Eduardo Antonio Lara Martínez,27,8,1.036
Asier Cardoso Sánchez,59,8,1.048
Vilius Ribinskas,47,8,1.052
Ujjawal Pabreja,60,8,1.061
Nikita Kovalchuk (Нікіта Ковальчук),68,8,1.05
David Remolina Amórtegui,63,8,1.046
Haibo Sui (隋海波),29,8,1.042
Jeremy Geels,37,8,1.048
Bill Hammill,62,8,1.038
Samantha Raskind,49,8,1.048
Angel Jesus Panebra Rodriguez,54,8,1.047
Ahmet Çınar Ablak,37,8,1.038
Julen Simón Iriarte,60,8,1.057
Delphine Tran,40,8,1.057
Kaiyang Gao (高凯阳),56,8,1.052
Kim Jokinen,53,8,1.048
Ramses Amaya,61,8,1.052
Alejandro Marze Rossel,44,8,1.047
Dan Pastushkov,39,8,1.049
Gabriel Barrios,52,8,1.044
Edouard Chambon,41,8,1.036
Nicholas Daneshvari,68,8,1.044
Andrew Bae,54,8,1.044
Waris Ali,29,8,1.056
Yujie Rao (饶喻杰),32,8,1.044
David Beugnon,38,8,1.041
Zihang Lin (林子杭),30,8,1.037
Luis Angel Contreras Ospina,33,8,1.04
Ethan Crislip,37,8,1.05
Caleb Clark,36,8,1.044
Lin Chen (陈霖),98,8,1.047
Shubhayan Kabir,70,8,1.041
Markuss Pietkuns,17,8,1.04
Luigi Soriano,64,8,1.049
Alejandro Riveiro Rodríguez,58,8,1.048
John Edison Ubaldo (ᜇ᜔ᜌᜓ︀ᜈ᜔ ᜁᜇᜒᜐᜓ︀ᜈ᜔ ᜂᜊᜎ᜔ᜇᜓ︀),67,8,1.048
Marcel Ručigaj,51,8,1.055
Emile Compion,40,8,1.046
Pablo Nicolás Oshiro Mondoñedo,57,8,1.041
Helmer Ewert,54,8,1.054
David Serban Enescu,40,8,1.037
Filbert Sim,20,8,1.038
Xinyun Chen (陈新运),58,8,1.063
Caio Hideaki Sato,65,8,1.047
Richard Jay S. Apagar,62,8,1.038
Qi Zhou (周祺),48,8,1.042
Damián Campos,37,8,1.036
Saransh Grover,42,8,1.073
Aili Asikainen,31,8,1.044
Dario Roa Sánchez,64,8,1.048
Calvin Nielson,64,8,1.042
Maarten Smit,51,7,1.041
Sanio Kasumovic,38,7,1.068
Sam Schultz,55,7,1.053
Tomáš Nguyen,34,7,1.047
Mattias Uvesten,56,7,1.042
Shenghai Fang (方胜海),31,7,1.061
Knut Skaug Haraldsen,86,7,1.059
Chris Mills,88,7,1.049
Justin Barker,26,7,1.032
Kim Roger Høyland Larsen,57,7,1.05
Oscar Roth Andersen,90,7,1.062
Brandon Nunez,45,7,1.05
Daniel Greigg,41,7,1.042
Brenton Angelo Lo Wong,24,7,1.032
Mo Ji (季默),72,7,1.053
Felipe Rueda Hernández,39,7,1.055
Jakob Kogler,41,7,1.042
Jakub Cabaj,62,7,1.047
Alexander Mutch,55,7,1.049
Jhonatan Reategui,30,7,1.046
Nitin Subramanian,34,7,1.041
Rui-Jun Liu (劉睿鈞),66,7,1.05
Marco Mendoza,48,7,1.04
AJ Blair,42,7,1.049
Piotr Olszewski,52,7,1.053
Owen Widdis,50,7,1.061
Carlo Nicolai Abana,30,7,1.032
Tom Stanton-Barnett,28,7,1.026
Kyle Van Straaten,24,7,1.043
Greg French,15,7,1.041
Luke Galioto,30,7,1.059
Simon Crawford,46,7,1.047
César Abraham Briones Arreola,40,7,1.046
Parker Trager,38,7,1.047
Nizar El-Khatib (Нізар Ель-Хатіб),39,7,1.046
Paarth Chhabra,32,7,1.046
Maksym Zharov (Максим Жаров),46,7,1.056
Radityo Yunus Utomo Wicaksono,16,7,1.03
Yuji Yoshida,33,7,1.046
Alexey Tsvetkov,37,7,1.042
Jefferson Ramírez,26,7,1.046
Szymon Malinowski,62,7,1.043
Brennen Lin,48,7,1.049
Nicolás Sánchez,45,7,1.046
Bobby Mapp,46,7,1.05
Parham Saeed Nia (پرهام سعیدنیا),25,7,1.029
He-Ping Zheng (鄭和平),55,7,1.042
Fanny Pousset,41,7,1.047
Luiz Fellipe Oliuza Leal Silva,25,7,1.03
Yang Li (李扬),33,7,1.042
John Aslak Wee Kleven,26,7,1.046
Tommy Cherry,45,7,1.046
Muhammad Hariz Bin Azizan,23,7,1.046
Dana Yi,64,7,1.067
Joel Lundström,28,7,1.043
Samuel Fang,38,7,1.054
Ryan Yasinko,26,7,1.049
Jami Viljanen,40,7,1.05
Quentin Lefebvre,47,7,1.046
Sam Spendla,42,7,1.058
Vincent Sheu,37,7,1.054
Laurids Abelsen Holm,26,7,1.046
Artem Savosik,31,7,1.056
Lorenzo Mauro,64,7,1.05
Yuta Okada (岡田雄太),43,7,1.05
Tymon Kolasiński,41,7,1.056
Edoardo Annesi,49,7,1.058
Assylkhan Meirkhanov (Асылхан Мейрханов),21,7,1.043
Noah Arthurs,49,7,1.068
Kaijun Lin (林恺俊),35,7,1.031
Xiaowei Wang (王晓伟),66,7,1.054
Eli Jay,71,7,1.068
Sebastian Werb,51,7,1.04
Caitlin Hutnyk,32,7,1.044
Jack Beckett,37,7,1.053
Ray Li,24,7,1.06
Shu-Yii Luo (駱書翊),82,7,1.038
Kian Mansour,33,7,1.038
Arkadiusz Abramowski,66,7,1.045
Andrei Solntsev,33,7,1.038
Noah Kraft,59,7,1.05
Shubham Kumar,50,7,1.038
Felix Lee,45,7,1.051
Stanley Nerkowski IV,44,7,1.052
Dylan Wang,26,7,1.044
Fabian Löhle,109,7,1.063
Ömer Çetinkaya,40,7,1.06
Joseph Briggs,25,7,1.045
Tyler Howlett,61,7,1.051
Francisco Alonso,23,7,1.038
Pavel Yushkevich,85,7,1.047
Yifan Wang (王逸帆),28,7,1.035
Matthew McMillan,22,7,1.035
Maksymilian Kutyła,35,7,1.038
Thibaud Ou,19,7,1.035
Eli Parker,59,7,1.048
Ryan Pilat,31,7,1.049
Joel Cetra,35,7,1.048
Zoé de Moffarts,51,7,1.076
Hussain Iqbal,34,7,1.035
Jure Gregorc,63,7,1.057
Kyyarkhan Nikolaev,70,7,1.044
